item_id	task	condition	binary_label	split	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	source_resource	source_record_id	word1	word2	sentence	word1_ipa	word2_ipa	sentence_ipa	template_id	critical_word	critical_region	association_forward	association_backward	word1_subtlex	word2_subtlex	mean_content_subtlex	word1_n_phonemes	word2_n_phonemes	sentence_n_phonemes	word1_n_syllables	word2_n_syllables	childes_count_word1	childes_count_word2	subject	verb_lemma	verb_surface	object_lemma	object_surface	number_word	negation	overlap_ds003604_exact	overlap_ds003604_critical_vocab	qc_pass	qc_notes	shared_onset	shared_rime	shared_phoneme_count	phonological_relation_verified	cue	target	FSG	BSG	verb_object_FSG	verb_object_BSG	congruence_level	template_family	grammar_subtype	violation_type	violation_location	expected_form	observed_form	childes_count_verb	childes_count_object	content_word_childes_counts
MEANING_0001	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.D-F:7482	feathers	bird		"[""f"", ""ɛ"", ""ð"", ""ə"", ""ɹ"", ""z""]"	"[""b"", ""ɜː"", ""d""]"					0.692	0.0	3.756322812887971	4.6575432555296405	4.206933034208806	5	3		2	1	266	4830								0	0	1						feathers	bird	0.692	0.0
MEANING_0002	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.C:3702	coffin	dead		"[""k"", ""ɔ"", ""f"", ""ɪ"", ""n""]"	"[""d"", ""ɛ"", ""d""]"					0.403	0.0	3.9561307492917117	5.652227374936464	4.804179062114088	5	3		2	1	3	839								0	0	1						coffin	dead	0.403	0.0
MEANING_0003	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.D-F:8081	finished	done		"[""f"", ""ɪ"", ""n"", ""ɪ"", ""ʃ"", ""t""]"	"[""d"", ""ʌ"", ""n""]"					0.547	0.0	4.922755978706011	5.685776852968543	5.304266415837277	6	3		2	1	2324	6419								0	0	1						finished	done	0.547	0.0
MEANING_0004	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.P-R:6440	railroad	train		"[""ɹ"", ""eɪ"", ""l"", ""ɹ"", ""oʊ"", ""d""]"	"[""t"", ""ɹ"", ""eɪ"", ""n""]"					0.5	0.045	4.094519081783797	4.977992435060294	4.536255758422046	6	4		2	1	112	3199								0	0	1						railroad	train	0.5	0.045
MEANING_0005	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.G-K:1621	grasp	hold		"[""ɡ"", ""ɹ"", ""æ"", ""s"", ""p""]"	"[""h"", ""oʊ"", ""l"", ""d""]"					0.533	0.108	3.6597857449280826	5.6402085409674285	4.649997142947756	5	4		1	1	9	6360								0	0	1						grasp	hold	0.533	0.108
MEANING_0006	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.T-Z:531	taxi	cab		"[""t"", ""æ"", ""k"", ""s"", ""i""]"	"[""k"", ""æ"", ""b""]"					0.537	0.386	4.412345234160055	4.553930597100344	4.483137915630199	5	3		2	1	127	59								0	0	1						taxi	cab	0.537	0.386
MEANING_0007	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.S:1070	scrambled	eggs		"[""s"", ""k"", ""ɹ"", ""æ"", ""m"", ""b"", ""ə"", ""l"", ""d""]"	"[""ɛ"", ""ɡ"", ""z""]"					0.66	0.0	3.857095888154153	4.587116448181507	4.22210616816783	9	3		2	1	109	1548								0	0	1						scrambled	eggs	0.66	0.0
MEANING_0008	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.S:1940	serpent	snake		"[""s"", ""ɜː"", ""p"", ""ə"", ""n"", ""t""]"	"[""s"", ""n"", ""eɪ"", ""k""]"					0.568	0.018	3.2880650184996134	4.349334675238536	3.818699846869075	6	4		2	1	9	1519								0	0	1						serpent	snake	0.568	0.018
MEANING_0009	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.C:3326	closing	opening		"[""k"", ""l"", ""oʊ"", ""z"", ""ɪ"", ""ŋ""]"	"[""oʊ"", ""p"", ""ə"", ""n"", ""ɪ"", ""ŋ""]"					0.48	0.507	4.417259973315923	4.58468589525854	4.5009729342872316	6	6		2	3	144	205								0	0	1						closing	opening	0.48	0.507
MEANING_0010	Meaning	high_association	1	train	plus	model_blind_selected			USF Appendix A	USF:Cue_Target_Pairs.S:2656	shopping	mall		"[""ʃ"", ""ɑ"", ""p"", ""ɪ"", ""ŋ""]"	"[""m"", ""ɔ"", ""l""]"					0.514	0.261	4.477121254719663	4.276506857804894	4.376814056262278	5	3		2	1	495	113								0	0	1						shopping	mall	0.514	0.261
